session	idx	block	pos	arm	gates	kernels	decode_s_per_token	prefill_s_per_token	passed	golden	wall_s	head	error
20260811T030551Z	11	3	1	ON	DARKBLOOM_ATTN_SCALE_NARROW_OPROJ=0	none	0.00904436999022483	0.001130424560546875	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	155	516afccd5e1c	
20260811T030551Z	12	3	2	QN	DARKBLOOM_ATTN_SCALE_NARROW_QKV=0	none	0.009068329423264907	0.00113760359765625	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	154	516afccd5e1c	
20260811T030551Z	13	3	3	AN	DARKBLOOM_ATTN_SCALE_NARROW_QKV=0,DARKBLOOM_ATTN_SCALE_NARROW_OPROJ=0	none	0.009203714117302052	0.001121340576171875	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	153	516afccd5e1c	
20260811T030551Z	14	3	4	C	none	none	0.008970432470185728	0.001121959880859375	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	155	516afccd5e1c	
20260811T030551Z	15	3	5	OP	DARKBLOOM_ATTN_SCALE_PAIRWISE_OPROJ=0	none	0.00902002525317693	0.001110348876953125	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	154	516afccd5e1c	
20260811T030551Z	16	4	1	QN	DARKBLOOM_ATTN_SCALE_NARROW_QKV=0	none	0.009064790160312806	0.001122800455078125	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	156	516afccd5e1c	
20260811T030551Z	17	4	2	AN	DARKBLOOM_ATTN_SCALE_NARROW_QKV=0,DARKBLOOM_ATTN_SCALE_NARROW_OPROJ=0	none	0.009160391291300097	0.001109668865234375	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	154	516afccd5e1c	
20260811T030551Z	18	4	3	C	none	none	0.008978379806451614	0.001107895751953125	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	154	516afccd5e1c	
20260811T030551Z	19	4	4	OP	DARKBLOOM_ATTN_SCALE_PAIRWISE_OPROJ=0	none	0.009004853697947214	0.00112140584375	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	155	516afccd5e1c	
20260811T030551Z	20	4	5	ON	DARKBLOOM_ATTN_SCALE_NARROW_OPROJ=0	none	0.009052730978494624	0.001136685955078125	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	154	516afccd5e1c	
20260811T030551Z	21	5	1	AN	DARKBLOOM_ATTN_SCALE_NARROW_QKV=0,DARKBLOOM_ATTN_SCALE_NARROW_OPROJ=0	none	0.009176814475073314	0.001110214599609375	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	166	516afccd5e1c	
20260811T030551Z	22	5	2	C	none	none	0.008965988350928641	0.00112291650390625	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	155	516afccd5e1c	
20260811T030551Z	23	5	3	OP	DARKBLOOM_ATTN_SCALE_PAIRWISE_OPROJ=0	none	0.009028587243401758	0.0011115103359375	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	155	516afccd5e1c	
20260811T030551Z	24	5	4	ON	DARKBLOOM_ATTN_SCALE_NARROW_OPROJ=0	none	0.00902905021994135	0.00111122664453125	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	155	516afccd5e1c	
20260811T030551Z	25	5	5	QN	DARKBLOOM_ATTN_SCALE_NARROW_QKV=0	none	0.009057870560117302	0.001112471841796875	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	154	516afccd5e1c	
20260811T030551Z	26	6	1	C	none	none	0.008976501995112414	0.0011243208828125	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	156	516afccd5e1c	
20260811T030551Z	27	6	2	OP	DARKBLOOM_ATTN_SCALE_PAIRWISE_OPROJ=0	none	0.009006532786901271	0.001138273599609375	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	156	516afccd5e1c	
20260811T030551Z	28	6	3	ON	DARKBLOOM_ATTN_SCALE_NARROW_OPROJ=0	none	0.009053119745845552	0.00110985555078125	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	156	516afccd5e1c	
20260811T030551Z	29	6	4	QN	DARKBLOOM_ATTN_SCALE_NARROW_QKV=0	none	0.009068106387096774	0.00112327742578125	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	155	516afccd5e1c	
20260811T030551Z	30	6	5	AN	DARKBLOOM_ATTN_SCALE_NARROW_QKV=0,DARKBLOOM_ATTN_SCALE_NARROW_OPROJ=0	none	0.00917403209481916	0.001138090494140625	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	154	516afccd5e1c	
20260811T030551Z	31	7	1	OP	DARKBLOOM_ATTN_SCALE_PAIRWISE_OPROJ=0	none	0.009012856549364614	0.001122720376953125	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	155	516afccd5e1c	
20260811T030551Z	32	7	2	ON	DARKBLOOM_ATTN_SCALE_NARROW_OPROJ=0	none	0.009041324454545453	0.001111419353515625	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	154	516afccd5e1c	
20260811T030551Z	33	7	3	QN	DARKBLOOM_ATTN_SCALE_NARROW_QKV=0	none	0.009054063375366569	0.001104578533203125	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	156	516afccd5e1c	
20260811T030551Z	34	7	4	AN	DARKBLOOM_ATTN_SCALE_NARROW_QKV=0,DARKBLOOM_ATTN_SCALE_NARROW_OPROJ=0	none	0.009179237903225806	0.001121819580078125	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	153	516afccd5e1c	
20260811T030551Z	35	7	5	C	none	none	0.009002695136852394	0.001137382568359375	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	156	516afccd5e1c	
