session	idx	block	pos	arm	gates	kernels	decode_s_per_token	prefill_s_per_token	passed	golden	wall_s	head	error
20260810T192206Z	11	3	3	CTL	none	none	0.008996872311827957	0.001138766357421875	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	195	a25eb5f37dc1	
20260810T192206Z	12	3	4	S1	DARKBLOOM_INJECT_DECODE_EMPTY=40,DARKBLOOM_INJECT_EMPTY_TG=8,DARKBLOOM_INJECT_EMPTY_CHAIN=0,DARKBLOOM_INJECT_EMPTY_SPREAD=1	none	0.008896954137829913	0.00113117822265625	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	196	a25eb5f37dc1	
20260810T192206Z	13	4	1	N400	DARKBLOOM_INJECT_DECODE_EMPTY=400,DARKBLOOM_INJECT_EMPTY_TG=8,DARKBLOOM_INJECT_EMPTY_CHAIN=0,DARKBLOOM_INJECT_EMPTY_SPREAD=1	none	0.008870356549364614	0.001111607177734375	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	194	a25eb5f37dc1	
20260810T192206Z	14	4	2	CTL	none	none	0.00896629431378299	0.00112383756640625	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	182	a25eb5f37dc1	
20260810T192206Z	15	4	3	S1	DARKBLOOM_INJECT_DECODE_EMPTY=40,DARKBLOOM_INJECT_EMPTY_TG=8,DARKBLOOM_INJECT_EMPTY_CHAIN=0,DARKBLOOM_INJECT_EMPTY_SPREAD=1	none	0.008896176686217009	0.001139044513671875	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	182	a25eb5f37dc1	
20260810T192206Z	16	4	4	S0	DARKBLOOM_INJECT_DECODE_EMPTY=40,DARKBLOOM_INJECT_EMPTY_TG=8,DARKBLOOM_INJECT_EMPTY_CHAIN=0,DARKBLOOM_INJECT_EMPTY_SPREAD=0	none	0.008930089565004889	0.001122488119140625	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	182	a25eb5f37dc1	
20260810T192206Z	17	5	1	CTL	none	none	0.00897774853372434	0.001122462158203125	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	168	a25eb5f37dc1	
20260810T192206Z	18	5	2	S1	DARKBLOOM_INJECT_DECODE_EMPTY=40,DARKBLOOM_INJECT_EMPTY_TG=8,DARKBLOOM_INJECT_EMPTY_CHAIN=0,DARKBLOOM_INJECT_EMPTY_SPREAD=1	none	0.008904931981427174	0.00112466707421875	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	169	a25eb5f37dc1	
20260810T192206Z	19	5	3	S0	DARKBLOOM_INJECT_DECODE_EMPTY=40,DARKBLOOM_INJECT_EMPTY_TG=8,DARKBLOOM_INJECT_EMPTY_CHAIN=0,DARKBLOOM_INJECT_EMPTY_SPREAD=0	none	0.00892066784750733	0.001110470783203125	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	157	a25eb5f37dc1	
20260810T192206Z	20	5	4	N400	DARKBLOOM_INJECT_DECODE_EMPTY=400,DARKBLOOM_INJECT_EMPTY_TG=8,DARKBLOOM_INJECT_EMPTY_CHAIN=0,DARKBLOOM_INJECT_EMPTY_SPREAD=1	none	0.00887182416911046	0.001097466634765625	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	157	a25eb5f37dc1	
20260810T192206Z	21	6	1	S1	DARKBLOOM_INJECT_DECODE_EMPTY=40,DARKBLOOM_INJECT_EMPTY_TG=8,DARKBLOOM_INJECT_EMPTY_CHAIN=0,DARKBLOOM_INJECT_EMPTY_SPREAD=1	none	0.008891521954056696	0.0011114173984375	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	156	a25eb5f37dc1	
20260810T192206Z	22	6	2	S0	DARKBLOOM_INJECT_DECODE_EMPTY=40,DARKBLOOM_INJECT_EMPTY_TG=8,DARKBLOOM_INJECT_EMPTY_CHAIN=0,DARKBLOOM_INJECT_EMPTY_SPREAD=0	none	0.008927451979472142	0.001137781169921875	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	158	a25eb5f37dc1	
20260810T192206Z	23	6	3	N400	DARKBLOOM_INJECT_DECODE_EMPTY=400,DARKBLOOM_INJECT_EMPTY_TG=8,DARKBLOOM_INJECT_EMPTY_CHAIN=0,DARKBLOOM_INJECT_EMPTY_SPREAD=1	none	0.008863904652003912	0.00112725146484375	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	156	a25eb5f37dc1	
20260810T192206Z	24	6	4	CTL	none	none	0.008996954667644184	0.001111006998046875	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	159	a25eb5f37dc1	
20260810T192206Z	25	7	1	S0	DARKBLOOM_INJECT_DECODE_EMPTY=40,DARKBLOOM_INJECT_EMPTY_TG=8,DARKBLOOM_INJECT_EMPTY_CHAIN=0,DARKBLOOM_INJECT_EMPTY_SPREAD=0	none	0.008920410639296187	0.00111161922265625	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	159	a25eb5f37dc1	
20260810T192206Z	26	7	2	N400	DARKBLOOM_INJECT_DECODE_EMPTY=400,DARKBLOOM_INJECT_EMPTY_TG=8,DARKBLOOM_INJECT_EMPTY_CHAIN=0,DARKBLOOM_INJECT_EMPTY_SPREAD=1	none	0.008873145120234604	0.001122803875	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	160	a25eb5f37dc1	
20260810T192206Z	27	7	3	CTL	none	none	0.008996248859237535	0.001124790283203125	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	160	a25eb5f37dc1	
20260810T192206Z	28	7	4	S1	DARKBLOOM_INJECT_DECODE_EMPTY=40,DARKBLOOM_INJECT_EMPTY_TG=8,DARKBLOOM_INJECT_EMPTY_CHAIN=0,DARKBLOOM_INJECT_EMPTY_SPREAD=1	none	0.008902129643206256	0.0011232338046875	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	159	a25eb5f37dc1	
20260810T192206Z	29	8	1	N400	DARKBLOOM_INJECT_DECODE_EMPTY=400,DARKBLOOM_INJECT_EMPTY_TG=8,DARKBLOOM_INJECT_EMPTY_CHAIN=0,DARKBLOOM_INJECT_EMPTY_SPREAD=1	none	0.008863939393939394	0.001138020345703125	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	159	a25eb5f37dc1	
20260810T192206Z	30	8	2	CTL	none	none	0.008980666747800587	0.001111152587890625	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	185	a25eb5f37dc1	
20260810T192206Z	31	8	3	S1	DARKBLOOM_INJECT_DECODE_EMPTY=40,DARKBLOOM_INJECT_EMPTY_TG=8,DARKBLOOM_INJECT_EMPTY_CHAIN=0,DARKBLOOM_INJECT_EMPTY_SPREAD=1	none	0.00891267957771261	0.0011107109375	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	174	a25eb5f37dc1	
20260810T192206Z	32	8	4	S0	DARKBLOOM_INJECT_DECODE_EMPTY=40,DARKBLOOM_INJECT_EMPTY_TG=8,DARKBLOOM_INJECT_EMPTY_CHAIN=0,DARKBLOOM_INJECT_EMPTY_SPREAD=0	none	0.008935302744868036	0.001124765787109375	true	f49e4c2cbc0d3ceee90195a3a12e1ff082636f8c031587485a9a2c10702b03d2	172	a25eb5f37dc1	
